INSERT ALL
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('jessicahunter', 'nicolejohnson22@naver.com', '황현정', '01085713642')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('hollylong', 'jordanparker38@naver.com', '나영희', '01056607245')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('christopherperry', 'sophiaodonnell34@gmail.com', '차영수', '01089801609')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('gregory01', 'bradleymartin31@naver.com', '신승민', '01045817068')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('vhart', 'jamesmayer64@naver.com', '양경자', '01085495984')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('rodriguezerin', 'moniquefranklin86@gmail.com', '강은지', '01010538323')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('kelseyfoley', 'aaronlarson74@naver.com', '문준호', '01025879401')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('clarkcharles', 'juliewilliams80@gmail.com', '곽지연', '01019799859')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('zmartinez', 'kimberlywolfemd82@gmail.com', '성영일', '01012282576')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('jsalinas', 'denisepark45@gmail.com', '이지아', '01071402212')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('ojenkins', 'markhansen83@naver.com', '유서윤', '01074624611')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('taylorhudson', 'ericabutler54@gmail.com', '윤영환', '01091971569')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('reedmelissa', 'susanbarry99@naver.com', '나도윤', '01019439991')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('heathershannon', 'nataliemcgrath37@gmail.com', '권영숙', '01053349529')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('xdavis', 'billysmith97@gmail.com', '임예원', '01042555095')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('georgejones', 'mr.christopherbarr40@naver.com', '홍수민', '01087178095')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('anita87', 'kellykaiser37@naver.com', '장동현', '01039790977')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('edward91', 'susanjackson68@gmail.com', '송민석', '01049831265')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('jesse57', 'jefferyestrada43@naver.com', '주성호', '01069248599')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('woodtimothy', 'robinwatkins32@naver.com', '나순자', '01040338222')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('seanmaldonado', 'kristyadams66@naver.com', '나예은', '01048590762')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('zacharylee', 'kristinemiller33@naver.com', '차도현', '01092537588')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('keithmurphy', 'johngarcia33@naver.com', '심수빈', '01025662988')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('lwood', 'jacobnielsen69@naver.com', '서은주', '01047166699')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('mary12', 'adammann39@gmail.com', '지도현', '01020043494')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('michaelrandall', 'brianhardin57@gmail.com', '신예은', '01031116362')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('drosario', 'nancyacevedo13@naver.com', '주광수', '01052192751')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('wpugh', 'melissasimmons42@gmail.com', '하정자', '01035827656')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('christinawheeler', 'elizabethsharp61@naver.com', '전서준', '01057800015')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('wrobinson', 'nathanfischer29@gmail.com', '강아름', '01095722493')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('adam77', 'michaelmelendez59@gmail.com', '차지후', '01085395695')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('ross68', 'latoyalewis62@naver.com', '민옥순', '01017126273')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('ashlee68', 'chloejackson70@gmail.com', '주영길', '01082598158')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('josephhoward', 'raymondgraves29@gmail.com', '임미영', '01081797990')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('crystal10', 'dianeoconnor54@gmail.com', '강서영', '01041946685')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('jacksonscott', 'ginamercado16@naver.com', '나유진', '01020790712')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('murraycurtis', 'jamesbrown41@gmail.com', '손영희', '01098515614')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('cartertravis', 'elizabethmoore37@gmail.com', '박수빈', '01055201468')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('kaitlynmorris', 'codyarias79@gmail.com', '윤지우', '01018131012')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('melissa28', 'katiehunt77@gmail.com', '엄준서', '01079776036')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('gutierreztonya', 'amandacoleman97@naver.com', '황성호', '01082016677')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('rebekah38', 'brittanygreen61@naver.com', '성예지', '01010227069')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('nhill', 'jonathanvasquez78@gmail.com', '성은지', '01039524497')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('hollowaykristen', 'dr.williammurphy55@naver.com', '정영호', '01059825244')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('jennifer86', 'margarethansen57@naver.com', '성옥순', '01062922877')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('keith73', 'seanfowler56@naver.com', '남민석', '01035342127')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('nfreeman', 'alejandragrant99@naver.com', '권승현', '01044533463')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('mikehuff', 'loriallen47@naver.com', '민정호', '01088967340')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('zmoore', 'darrylruiz74@gmail.com', '고수민', '01043858152')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('icole', 'johnbush64@gmail.com', '하성수', '01011944836')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('vgarcia', 'brianmolina24@naver.com', '한시우', '01057070909')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('bdean', 'lauraclark44@naver.com', '이성훈', '01034960616')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('sschroeder', 'shannoncollins25@naver.com', '곽재현', '01054049034')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('barry34', 'kentvelasquez10@gmail.com', '신영호', '01068106976')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('sweeneycharles', 'danielleporter21@gmail.com', '문상호', '01067304273')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('pottsdennis', 'ashleybarrett86@naver.com', '진건우', '01092552024')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('patricia41', 'brittanysmith11@gmail.com', '안미정', '01016385144')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('ricky10', 'kariwolfe15@gmail.com', '진주원', '01019471528')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('adamfuller', 'peterlawrence10@gmail.com', '나준혁', '01015703340')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('kelly83', 'rosestark27@gmail.com', '조영순', '01076796337')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('jon57', 'keithhammond56@gmail.com', '장성훈', '01072330433')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('douglasjennifer', 'janetfields14@gmail.com', '지상철', '01090907880')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('duncandale', 'jessicareyes66@naver.com', '구지영', '01011441513')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('schroedercarol', 'brianperez76@gmail.com', '백영수', '01016063407')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('austin40', 'katherineswanson57@gmail.com', '고미숙', '01024414942')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('twarren', 'taylorsingh27@naver.com', '박영자', '01085696925')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('ryan09', 'colleenallen26@naver.com', '조시우', '01046592323')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('clarkelizabeth', 'vanessarodriguez62@naver.com', '곽민수', '01044632251')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('kmartin', 'nicolewhite86@naver.com', '백지원', '01063454741')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('ericacooper', 'lisawright57@gmail.com', '신경숙', '01078803667')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('timothysteele', 'dianesherman27@gmail.com', '유도현', '01023059147')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('xhampton', 'johnsmith51@naver.com', '엄서현', '01055269989')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('johnnybowman', 'jamiegibson62@gmail.com', '백승민', '01085505306')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('karenowen', 'kevinprice66@gmail.com', '홍현지', '01010886990')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('colleen78', 'yolandasmith82@gmail.com', '임동현', '01033619503')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('bjones', 'mariaweiss80@gmail.com', '류하윤', '01035085545')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('caitlintrevino', 'justinmacias31@naver.com', '고성진', '01044626156')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('jonnewman', 'brandiwilliams91@gmail.com', '지준서', '01022188600')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('jessica61', 'frederickchang83@gmail.com', '홍수민', '01075117907')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('ikelly', 'justinellis72@gmail.com', '서현지', '01021932838')
    INTO USERS (USER_ID, EMAIL, NAME, PHONE_NUMBER) VALUES ('tabithahughes', 'paulamills41@naver.com', '나도윤', '01066887035')
SELECT 1 FROM DUAL;
